name,photo_light,light_type,lighting,background_type,image_sharpness,background_sharpness,view,object_view,multiplicity,object_shot,light_source,environment_busyness,environment,water,sky,object_background,stands_on,structures,natural_environment,,location,time,weather,object_property_1,object_property_2,object_property_3,object_property_4,object_property_5,activity,action,age,age_of_living,airplane_type,bicycle_type,bird_type,boat_type,bottle_type,bus_type,car_type,chair_type,motorbike_type,plant_type,train_type,monitor_type,human_emotion
2008_013210,normal,natural,uniform,artificial,sharp,sharp,close,side/front,multiple,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,has_hair,multi_color,sitting,,,middle,,,,,,,,,,,,,happy
2008_013238,normal,artificial,uniform,artificial,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,single_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_013270,normal,artificial,shadows,artificial,sharp,sharp,close,side,single,full,point,vacant,,no,,different,,,,,inside,,,has_wheels,hard,smooth,,single_color,standing/parked,,contemporary,,,sports,,,,,,,,,,,
2008_013330,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,point,vacant,,no,,different,,,,,inside,night,,,soft,,has_hair,multi_color,,,,middle,,,,,,,,,,,,,neutral
2008_013333,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,side/back,single,partial,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,sedan,,,,,,
2008_013369,normal,natural,shadows,natural,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,blue,different,,,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,flying,,contemporary,,passenger,,,,,,,,,,,,
2008_013379,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,busy,,yes,,different,natural,,beach,,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,walking,,,middle,,,,,,,,,,,,,
2008_013451,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,busy,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,sports,,,,
2008_013461,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,buildings/trees,no,,different,,rural,,,outside,day,clear,has_legs,soft,,,multi_color,riding,leisure,,middle,,,,,,,,,,,,,happy
2008_013477,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,,similar,,,,,inside,day,,,hard,smooth,,single_color,,,contemporary,,,,,,,,,table,,,,,
2008_013492,normal,natural,uniform,natural,sharp,fuzzy,detail,side/front,single,partial,diffuse,vacant,trees/grass,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,standing,leisure,,middle,,,,,,,,,,,,,happy
2008_013499,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_013511,normal,natural,uniform,artificial,sharp,sharp,middle,front/top,single,full,diffuse,vacant,,no,,different,,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_013546,normal,artificial,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,trees,no,,different,,,,,inside,,,has_legs,soft,,has_hair,multi_color,jumping,leisure,,middle,,,,,,,,,,,,,happy
2008_013576,normal,artificial,uniform,artificial,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,standing,leisure,,middle,,,,,,,,,,,,,
2008_013577,normal,artificial,uniform,artificial,sharp,sharp,detail,side/front,multiple,full,diffuse,vacant,,no,,different,,,,,inside,,,has_wheels,hard,smooth,,multi_color,standing,,historical,,,,,,,,sedan,,,,,,
2008_013676,underexposed,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,evening,,,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,flower,,,
2008_013709,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,fuzzy,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2008_013733,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,diffuse,busy,,no,,different,,,,,inside,,,,soft,smooth,,single_color,,,contemporary,,,,,,,,,,,,,,
2008_013777,normal,natural,shadows,natural,sharp,sharp,detail,side/back,single,partial,diffuse,busy,trees,no,gray/cloudy,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,long_trip,,,,,,,
2008_013782,normal,natural,shadows,natural,sharp,sharp,close,side,single,full,diffuse,vacant,trees/grass,no,blue,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,leisure,,middle,,,,,,,,,,,,,
2008_013821,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2008_013846,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,buildings/trees/grass,no,gray,different,road,rural,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,family,,,,,,
2008_013856,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,gray,different,,,,,outside,day,clear,,soft,,,multi_color,standing,,,middle,,,,,,,,,,,,,angry
2008_013858,normal,natural,uniform,natural,sharp,sharp,close,side,single,partial,diffuse,vacant,,yes,blue,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,cruise,,,,,,,,,
2008_013874,normal,natural,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,standing,,,old,,,,,,,,,,,,,happy
2008_013876,normal,natural,shadows,natural,sharp,sharp,close,side,single,full,diffuse,vacant,,no,blue,different,,,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,flying,,contemporary,,passenger,,,,,,,,,,,,
2008_013885,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,similar,,,,,inside,night,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv/flat,
2008_013886,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,yes,blue/cloudy,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,cruise,,,,,,,,,
2008_013926,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,,no,dark,different,road,,,,outside,night,clear,has_wheels/has_wings,hard,smooth,,multi_color,standing,,contemporary,,passenger,,,,,,,,,,,,
2008_013976,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,buildings/trees,no,blue/gray,different,road,rural,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,landing_taking_off/standing,,contemporary,,passenger,,,,,,,,,,,,
2008_014101,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,city,,,,,,,,,,,
2008_014140,normal,artificial,uniform,artificial,sharp,sharp,close,side,multiple,partial,diffuse,vacant,,no,,similar,,,,,inside,,,has_legs,soft,,has_hair,multi_color,standing,party,,middle,,,,,,,,,,,,,happy
2008_014172,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,smooth,,multi_color,,,contemporary,,,,,,,,,,,,,,
2008_014175,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,bushes/grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_hair,multi_color,standing/jumping,leisure,,middle,,,,,,,,,,,,,
2008_014212,normal,natural,shadows,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,trees/bushes,yes,,different,train_tracks,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,diesel,,
2008_014279,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv/flat,
2008_014339,normal,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,busy,buildings,no,,different,,rural/single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,sedan,,,,,,
2008_014345,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_wheels,hard,smooth,,multi_color,standing,,new,,,,,,,,,,sports,,,,
2008_014363,normal,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,,no,,different,,,,,,day,,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,city,,,,,,,,,,,
2008_014367,normal,natural,uniform,natural,sharp,fuzzy,close,side/front,multiple,partial,diffuse,busy,trees,no,gray,different,train_tracks,,,,outside,day,fog_dust,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,diesel,,
2008_014399,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,similar,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,sports,,,,
2008_014453,normal,natural,uniform,artificial,sharp,sharp,close,front/top,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2008_014552,normal,natural,uniform,artificial,sharp,sharp,close,side/back,single,full,diffuse,busy,trees,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,sedan,,,,,,
2008_014562,normal,artificial,uniform,artificial,sharp,sharp,detail,side/back/top,single,partial,point,vacant,,no,,different,,,,,inside,,,,soft,,,multi_color,,,contemporary,,,,,,,,,,,,,,
2008_014610,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,grass,no,blue,different,train_tracks,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,diesel,,
2008_014612,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,,multi_color,standing,,contemporary,,,,,,,,,armchair,,,,,
2008_014621,underexposed,natural,uniform,natural,sharp,sharp,close,side/top,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,evening,clear,has_legs,soft,fuzzy,has_fur,single_color,laying,,,child,,,,,,,,,,,,,
2008_014624,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,,,multi_color,walking,,,middle,,,,,,,,,,,,,
2008_014654,normal,natural,uniform,natural,sharp,sharp,close,front,single,full,diffuse,busy,grass,no,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,city,,,,,,,,,,,
2008_014659,normal,artificial,uniform,artificial,sharp,sharp,detail,side/front,single,full,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,soda,,,,,,,,
2008_014687,normal,artificial,uniform,,sharp,sharp,middle,side,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_hair/has_fur,multi_color,jumping,work,,middle,,,,,,,,,,,,,
2008_014701,normal,natural,uniform,artificial,sharp,sharp,detail,side/back,single,partial,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,standing,leisure,,middle,,,,,,,,,,,,,
2008_014704,normal,natural,shadows,artificial,sharp,fuzzy,close,side/front,single,partial,diffuse,vacant,buildings/bushes,no,gray,different,road,rural,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,landing_taking_off/standing,,contemporary,,passenger,,,,,,,,,,,,
2008_014705,normal,natural,uniform,artificial,sharp,fuzzy,detail,side/front,single,partial,diffuse,vacant,buildings,no,gray,similar,,rural/single_building,,,outside,day,clear,,soft,,has_hair,single_color,,leisure,,middle,,,,,,,,,,,,,
2008_014754,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,,computer/flat,
2008_014758,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,buildings/trees/grass,no,,different,,rural,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,city,,,,,,,,,,,
2008_014854,normal,natural,uniform,natural,sharp,sharp,close,side/top,multiple,partial,diffuse,busy,grass,no,,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,single_color,standing/eating,leisure,,middle,,,,,,,,,,,,,
2008_014910,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,,tv/old,
2008_014995,normal,natural,uniform,artificial,sharp,sharp,middle,side/back,single,full,diffuse,vacant,buildings,no,,different,road,rural/single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,old,,,city,,,,,,,,,,,
2008_015049,normal,natural,shadows,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,trees/bushes/grass,no,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,travel,,,,
2008_015089,normal,artificial,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer/flat,
2008_015097,normal,natural,uniform,natural,sharp,fuzzy,detail,side/front,multiple,partial,diffuse,vacant,grass,no,,similar,natural,,fields,,outside,day,clear,,soft,fuzzy,,multi_color,,,,middle,,,,,,,,,,,,,
2008_015105,normal,natural,shadows,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,trees/bushes/grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_015145,normal,artificial,uniform,,sharp,sharp,detail,front/top,single,partial,diffuse,busy,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,,,contemporary,,,,,,,,,,,,,,
2008_015197,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,partial,diffuse,vacant,trees,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,walking,work,,middle,,,,,,,,,,,,,
2008_015217,normal,natural,shadows,artificial,sharp,fuzzy,detail,front,multiple,partial,diffuse,vacant,,no,gray,different,,,,,inside,day,,,,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2008_015242,normal,natural,uniform,artificial,sharp,sharp,detail,front,single,full,diffuse,vacant,,no,,different,road,,,,outside,day,clear,,hard,smooth/fuzzy/sharp,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2008_015245,normal,natural,uniform,artificial,fuzzy,fuzzy,close,side,multiple,full,diffuse,vacant,bushes,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,chopper,,,,
2008_015254,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv/flat,
2008_015262,normal,natural,uniform,natural,sharp,sharp,close,side/bottom,single,full,diffuse,vacant,grass,no,,different,natural,,fields,,outside,day,clear,,hard,smooth,,single_color,laying,,contemporary,,,,,,soda,,,,,,,,
2008_015338,normal,natural,uniform,natural,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,grass,no,blue/gray/sunny/cloudy,different,road,,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,parked,,contemporary,,passenger,,,,,,,,,,,,
2008_015399,normal,natural,uniform,artificial,fuzzy,fuzzy,far,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,beer,,,,,,,,
2008_015422,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,trees/grass,no,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,new,,,,,,,,,,travel,,,,
2008_015445,normal,natural,uniform,,sharp,sharp,middle,front,single,full,diffuse,busy,,no,,different,,,,,inside,day,,,hard,smooth,,single_color,standing,,old,,,,,,,,,,,,,tv/old,
2008_015544,normal,natural,uniform,natural,sharp,sharp,close,back,single,partial,diffuse,vacant,,no,blue,different,train_tracks,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,passenger/diesel,,
2008_015628,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,,yes,blue,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,transport,,,,,,,,,
2008_015633,normal,natural,uniform,natural,sharp,fuzzy,close,side,single,full,diffuse,vacant,grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,walking,,,young,,,,,,,,,,,,,
2008_015637,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_wheels,hard,smooth,,multi_color,standing/parked,,new,,,,,,,,,,chopper,,,,
2008_015642,normal,natural,uniform,natural,sharp,fuzzy,close,side/front,single,full,diffuse,vacant,trees/grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_hair,multi_color,standing,leisure,,middle,,,,,,,,,,,,,
2008_015676,normal,natural,uniform,natural,sharp,sharp,far,side,single,full,diffuse,vacant,trees/grass,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,school,,,,,,,
2008_015680,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,,multi_color,standing,,contemporary,,,,,,,,,,,flower,,,
2008_015691,normal,natural,shadows,natural,sharp,sharp,close,side,single,partial,diffuse,vacant,trees/grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_hair,multi_color,standing/eating,leisure,,middle,,,,,,,,,,,,,
2008_015727,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,buildings,no,,different,road,rural/single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,city,,,,,,,,,,,
